INFO    2022-12-01 19:48:08,711 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 08:25:18,222 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 08:25:20,914 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 08:25:37,024 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 08:48:15,731 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 08:48:17,804 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 08:48:20,534 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 08:48:44,874 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 09:04:51,588 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 09:04:54,347 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 09:04:57,317 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 09:05:06,716 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 09:05:44,863 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo com.integrador.clinica.dto.OdontologoDto@307d5cac
INFO    2022-12-02 09:08:04,840 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 09:08:07,523 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 09:08:10,355 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 09:08:21,499 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 09:08:31,395 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo com.integrador.clinica.dto.OdontologoDto@76001c1f
INFO    2022-12-02 09:11:55,153 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 09:11:58,276 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 09:12:01,331 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 09:12:04,552 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 09:12:15,821 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo com.integrador.clinica.dto.OdontologoDto@66cfc8c2
INFO    2022-12-02 09:19:01,196 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 09:19:03,184 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 09:19:05,250 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 09:19:07,669 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo com.integrador.clinica.dto.OdontologoDto@46db7c71
INFO    2022-12-02 09:28:41,727 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 09:28:43,923 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 09:28:46,900 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 09:28:53,253 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo Jimena Simanca
INFO    2022-12-02 09:28:57,901 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 09:29:11,381 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo Jimena Simanca
INFO    2022-12-02 09:29:17,902 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 09:29:30,810 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Jimena Simanca
INFO    2022-12-02 09:29:34,323 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Jimena Simanca
INFO    2022-12-02 09:30:39,210 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 09:30:41,277 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 09:30:43,602 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 09:30:50,316 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 09:30:59,308 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo Jimena Simanca
INFO    2022-12-02 09:31:17,984 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 09:31:27,319 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Jimena Simanca
INFO    2022-12-02 09:31:30,997 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Jimena Simanca
INFO    2022-12-02 09:31:34,644 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Gisell Roldan
INFO    2022-12-02 09:34:08,191 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 09:34:10,625 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 09:34:19,249 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Jimena Simanca
INFO    2022-12-02 09:36:50,193 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 09:36:52,688 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 09:36:55,163 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 09:37:20,498 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo Ale Vedoya
INFO    2022-12-02 09:40:47,400 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo Jimena Simanca
INFO    2022-12-02 09:41:00,784 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 09:41:16,546 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Jimena Simanca
INFO    2022-12-02 11:21:42,991 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - La lista de odontólogos está vacía
INFO    2022-12-02 11:26:59,084 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - La lista de odontólogos está vacía
INFO    2022-12-02 11:27:03,084 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 11:27:05,878 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - se encontraron 1 odontologos
INFO    2022-12-02 11:27:09,947 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 11:27:12,649 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 11:27:16,127 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 11:28:02,011 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 11:28:10,930 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - se encontraron 4 odontologos
INFO    2022-12-02 11:28:48,379 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Jimena Simanca
INFO    2022-12-02 11:29:03,801 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 11:33:43,171 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 11:33:45,620 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 11:33:48,104 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 11:33:57,036 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 11:34:07,930 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 11:59:43,125 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - La lista de odontólogos está vacía
INFO    2022-12-02 11:59:52,575 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 11:59:55,699 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 11:59:58,199 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 12:00:01,106 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 12:00:09,035 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 12:00:14,945 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - se encontraron 4 odontologos
INFO    2022-12-02 12:00:40,088 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - se encontraron 4 odontologos
INFO    2022-12-02 12:00:47,398 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Jimena Simanca
INFO    2022-12-02 12:35:38,692 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - La lista de odontólogos está vacía
INFO    2022-12-02 12:35:41,802 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 12:35:50,846 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 12:35:55,414 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 12:35:58,916 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 12:36:09,245 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Ale Vedoya
INFO    2022-12-02 12:36:26,516 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - se encontraron 2 odontologos
INFO    2022-12-02 12:48:02,450 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - La lista de odontólogos está vacía
INFO    2022-12-02 12:48:06,135 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 12:48:09,487 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 12:48:13,654 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 12:48:16,920 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 12:48:36,190 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo Jimena Simanca
INFO    2022-12-02 12:48:39,337 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 13:08:38,260 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - La lista de odontólogos está vacía
INFO    2022-12-02 13:08:41,241 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 13:08:44,942 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - se encontraron 1 odontologos
INFO    2022-12-02 13:08:52,486 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo Jimena Simanca
INFO    2022-12-02 13:09:16,364 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 13:19:49,148 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - La lista de odontólogos está vacía
INFO    2022-12-02 13:19:52,412 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 13:19:55,482 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 13:19:58,578 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 13:20:01,621 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 13:20:12,167 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo Jimena Simanca
INFO    2022-12-02 13:20:49,058 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 13:20:57,360 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 13:20:59,899 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 13:21:04,151 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 13:21:23,568 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 13:22:27,316 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - La lista de odontólogos está vacía
INFO    2022-12-02 13:22:32,937 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 13:22:36,903 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 13:22:39,875 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 13:22:42,865 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 13:23:06,465 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 13:40:36,914 [http-nio-8080-exec-1] com.integrador.clinica.controller.PacienteController  - Creando Paciente: Fer Gomez
INFO    2022-12-02 13:41:12,074 [http-nio-8080-exec-4] com.integrador.clinica.controller.PacienteController  - Creando Paciente: Marcela Gutierrez
INFO    2022-12-02 13:41:17,208 [http-nio-8080-exec-5] com.integrador.clinica.controller.PacienteController  - Creando Paciente: Fer Gomez
INFO    2022-12-02 13:41:28,141 [http-nio-8080-exec-7] com.integrador.clinica.controller.PacienteController  - Se encontró el paciente Fer Gomez
INFO    2022-12-02 13:43:05,464 [http-nio-8080-exec-10] com.integrador.clinica.controller.PacienteController  - Se encontró el paciente Fer Gomez
INFO    2022-12-02 13:45:36,876 [http-nio-8080-exec-6] com.integrador.clinica.controller.PacienteController  - Se eliminó el paciente Marcela Gutierrez
INFO    2022-12-02 18:07:53,209 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 18:08:08,680 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 18:08:25,211 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - se encontraron 2 odontologos
INFO    2022-12-02 18:08:41,271 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 18:08:52,900 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 18:08:56,598 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 18:09:10,328 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - se encontraron 5 odontologos
INFO    2022-12-02 18:09:18,403 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Gisell Roldan
INFO    2022-12-02 18:09:23,528 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo Ale Vedoya
INFO    2022-12-02 18:09:27,379 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 18:09:46,901 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo Jimena Simanca
INFO    2022-12-02 18:27:53,540 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 18:27:58,522 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 18:28:01,642 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 18:28:04,809 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 18:28:09,622 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo Jimena Simanca
INFO    2022-12-02 18:28:13,593 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se encontró el odontologo Gisell Roldan
INFO    2022-12-02 18:28:26,998 [http-nio-8080-exec-9] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 1
INFO    2022-12-02 18:28:31,665 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 1
INFO    2022-12-02 18:28:37,115 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 18:31:21,734 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 18:31:25,468 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 18:31:28,127 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 18:31:30,816 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 18:31:38,378 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 1
INFO    2022-12-02 18:31:42,383 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 1
INFO    2022-12-02 18:34:32,246 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 18:34:38,715 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 18:34:41,297 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 18:34:44,172 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 18:35:14,605 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 1
INFO    2022-12-02 18:37:12,903 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 18:37:15,456 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 18:37:18,863 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 18:37:22,012 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 18:37:28,619 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 1
INFO    2022-12-02 18:39:34,211 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 18:52:59,288 [http-nio-8080-exec-10] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 20:31:13,370 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-02 20:31:16,054 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-02 20:31:18,898 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-02 20:31:27,379 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-02 20:31:40,167 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se eliminó el odontologo con el id 2
INFO    2022-12-02 20:31:45,805 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - se encontraron 2 odontologos
INFO    2022-12-02 20:32:06,705 [http-nio-8080-exec-7] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 1
INFO    2022-12-02 20:32:11,231 [http-nio-8080-exec-8] com.integrador.clinica.controller.OdontologoController  - se encontraron 2 odontologos
INFO    2022-12-03 09:02:47,416 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-03 09:02:51,080 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-03 09:02:54,153 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-03 09:02:57,765 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-03 09:03:03,413 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 1
INFO    2022-12-03 09:03:07,301 [http-nio-8080-exec-6] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
INFO    2022-12-03 09:06:01,852 [http-nio-8080-exec-2] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Gisell Roldan
INFO    2022-12-03 09:06:03,996 [http-nio-8080-exec-1] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Ale Vedoya
INFO    2022-12-03 09:06:06,805 [http-nio-8080-exec-3] com.integrador.clinica.controller.OdontologoController  - Creando Odontologo: Jimena Simanca
INFO    2022-12-03 09:06:27,404 [http-nio-8080-exec-4] com.integrador.clinica.controller.OdontologoController  - Se actualizó el odontologo con el id 1
INFO    2022-12-03 09:06:32,660 [http-nio-8080-exec-5] com.integrador.clinica.controller.OdontologoController  - se encontraron 3 odontologos
